Time,U1,U2,U3,U4,U5,Utot,J,I,TinH2,ToutH2,TinAIR,ToutAIR,TinWAT,ToutWAT,PinAIR,PoutAIR,PoutH2,PinH2,DinH2,DoutH2,DinAIR,DoutAIR,DWAT,HrAIRFC
535,0.65824,0.65451,0.64954,0.65526,0.65063,3.26813,0.7023,70.22991,28.00339,41.40659,42.3135,51.60558,53.7757,55.45461,1300.17736,1268.95856,1300.02173,1287.58025,4.79682,2.11189,23.03656,21.29206,2.02448,49.95678
536,0.65817,0.65444,0.64948,0.65514,0.65056,3.26772,0.70229,70.22917,28.03867,41.44832,42.3126,51.61259,53.77184,55.45104,1300.13871,1268.96233,1299.97607,1287.52036,4.79677,2.11392,23.03663,21.29656,2.02864,49.97039
537,0.6581,0.65438,0.64944,0.65505,0.6505,3.2674,0.70228,70.2282,28.07519,41.48355,42.30988,51.62009,53.76792,55.44728,1300.10616,1268.9775,1299.97467,1287.51155,4.79671,2.11583,23.03668,21.30323,2.03268,49.98621
538,0.65803,0.65435,0.64941,0.65499,0.65045,3.26717,0.70227,70.22699,28.11194,41.51064,42.30603,51.62771,53.76457,55.44356,1300.06992,1268.98612,1300.02746,1287.56281,4.79663,2.1176,23.03673,21.31192,2.03635,50.00327
539,0.65798,0.65434,0.64938,0.65495,0.6504,3.26701,0.70226,70.22555,28.1498,41.53348,42.30279,51.63528,53.76212,55.4399,1300.02224,1268.97671,1300.13866,1287.67349,4.79654,2.11957,23.0368,21.32249,2.03951,50.02218
540,0.65795,0.65434,0.64935,0.65492,0.65035,3.26686,0.70224,70.22383,28.19079,41.55756,42.30263,51.64318,53.76022,55.43604,1299.97313,1268.9546,1300.30816,1287.84403,4.79642,2.12192,23.0369,21.33505,2.04203,50.04493
541,0.65792,0.65435,0.64931,0.65488,0.6503,3.26672,0.70222,70.22176,28.23387,41.58691,42.30751,51.65238,53.75887,55.43167,1299.91909,1268.91083,1300.47584,1288.01395,4.79628,2.12474,23.03703,21.34975,2.04371,50.07296
542,0.65789,0.65435,0.64926,0.65484,0.65024,3.26656,0.70219,70.21926,28.27351,41.6254,42.31744,51.66422,53.75864,55.42691,1299.86291,1268.84864,1300.58282,1288.12218,4.79613,2.12789,23.03715,21.36706,2.0443,50.10735
543,0.65785,0.65436,0.6492,0.6548,0.65018,3.26636,0.70216,70.21602,28.30396,41.67696,42.33025,51.67891,53.75961,55.4225,1299.8133,1268.78043,1300.60914,1288.1487,4.79598,2.13133,23.03725,21.38826,2.04362,50.14555
544,0.65779,0.65436,0.64914,0.65475,0.65011,3.26613,0.70212,70.21193,28.32616,41.7327,42.34317,51.69481,53.7612,55.41907,1299.78556,1268.72112,1300.56353,1288.10591,4.79584,2.1348,23.03733,21.41196,2.04189,50.18242
545,0.65772,0.65435,0.64907,0.65469,0.65004,3.26584,0.70208,70.20771,28.3457,41.77831,42.35447,51.70977,53.76277,55.41668,1299.77823,1268.67158,1300.50713,1288.05478,4.79572,2.13791,23.03738,21.43391,2.03979,50.21554
546,0.65763,0.65434,0.64899,0.65463,0.64996,3.26553,0.70204,70.20399,28.36224,41.81231,42.36397,51.7227,53.76452,55.41518,1299.78443,1268.62568,1300.46956,1288.02015,4.79559,2.14027,23.0374,21.45318,2.03776,50.24355
547,0.65755,0.65432,0.64893,0.65456,0.64988,3.26521,0.70201,70.20073,28.37263,41.8419,42.37237,51.73318,53.76736,55.41464,1299.81995,1268.59813,1300.45967,1288.00615,4.79544,2.14154,23.03743,21.47175,2.03585,50.26573
548,0.65746,0.65429,0.64888,0.65448,0.6498,3.26488,0.70198,70.19761,28.37918,41.87526,42.38059,51.74204,53.77127,55.41501,1299.88631,1268.59651,1300.43959,1287.97225,4.79526,2.14189,23.03748,21.49013,2.03394,50.2841
549,0.65737,0.65424,0.64884,0.65439,0.64973,3.26455,0.70194,70.19441,28.3855,41.91348,42.38955,51.75026,53.77527,55.41604,1299.96748,1268.60858,1300.35806,1287.87038,4.79509,2.14187,23.03755,21.5074,2.03186,50.29955
550,0.65728,0.65419,0.6488,0.65429,0.64966,3.2642,0.70191,70.19118,28.39318,41.95468,42.39963,51.75812,53.77879,55.41742,1300.05623,1268.63162,1300.17447,1287.66423,4.79493,2.14172,23.03764,21.52388,2.02961,50.31119
551,0.6572,0.65413,0.64876,0.65417,0.64959,3.26382,0.70188,70.18785,28.4028,41.99696,42.40909,51.76491,53.78182,55.41925,1300.14491,1268.67293,1299.88933,1287.35664,4.79481,2.1414,23.03773,21.54052,2.02719,50.31818
552,0.65711,0.65407,0.64872,0.65407,0.64951,3.26344,0.70185,70.1845,28.41702,42.03495,42.41495,51.76933,53.78401,55.42201,1300.24264,1268.74869,1299.56988,1287.01827,4.79471,2.14115,23.03778,21.55753,2.0247,50.31851
553,0.65702,0.65401,0.64867,0.65398,0.64944,3.26307,0.70182,70.18162,28.43676,42.05529,42.41498,51.7696,53.7848,55.42568,1300.34597,1268.85427,1299.28265,1286.71674,4.79467,2.14075,23.03779,21.57161,2.02233,50.31118
554,0.65695,0.65396,0.64862,0.65392,0.64937,3.26276,0.7018,70.18012,28.45409,42.05002,42.40918,51.76442,53.78399,55.42943,1300.43233,1268.95708,1299.09163,1286.50914,4.79467,2.13978,23.03778,21.5762,2.02068,50.29883
555,0.65689,0.65392,0.64858,0.65389,0.64932,3.26253,0.7018,70.18043,28.45499,42.02468,42.39994,51.75454,53.78223,55.43255,1300.48593,1269.03118,1299.0545,1286.45039,4.7947,2.13816,23.03779,21.57452,2.02004,50.28477
556,0.65687,0.6539,0.64856,0.65388,0.6493,3.26242,0.70181,70.18142,28.43793,41.99214,42.39091,51.74249,53.78112,55.43529,1300.49852,1269.06428,1299.16318,1286.53355,4.79474,2.13651,23.03782,21.57341,2.02022,50.27163
557,0.65689,0.65389,0.64858,0.65391,0.6493,3.26246,0.70182,70.18214,28.41818,41.96456,42.38472,51.7312,53.7814,55.43784,1300.48659,1269.07107,1299.3781,1286.72261,4.79476,2.13548,23.03788,21.57461,2.02073,50.26326
558,0.65694,0.65391,0.64863,0.65395,0.64935,3.26266,0.70183,70.18252,28.40435,41.94442,42.38135,51.7225,53.7825,55.44013,1300.47709,1269.07753,1299.63943,1286.96363,4.79473,2.13504,23.03798,21.57811,2.02111,50.26079
559,0.65703,0.65396,0.64871,0.65402,0.64942,3.26302,0.70183,70.18265,28.39554,41.931,42.38009,51.71664,53.78413,55.44177,1300.47006,1269.08484,1299.85449,1287.16823,4.79467,2.13493,23.0381,21.58349,2.02117,50.2636
560,0.65713,0.65403,0.64879,0.65411,0.64951,3.26348,0.70183,70.18259,28.38961,41.92276,42.3797,51.71367,53.78629,55.44272,1300.45332,1269.0847,1299.98769,1287.30624,4.79461,2.13502,23.03824,21.59022,2.02088,50.27046
561,0.65725,0.6541,0.64887,0.65421,0.64962,3.26398,0.70183,70.18234,28.38503,41.91889,42.37896,51.71391,53.78846,55.44332,1300.40248,1269.05219,1300.05664,1287.39652,4.79458,2.13538,23.03842,21.59816,2.02043,50.27819
562,0.65737,0.65418,0.64894,0.65432,0.64971,3.26445,0.70182,70.18177,28.37974,41.91195,42.37747,51.71585,53.79029,55.44359,1300.30255,1268.96299,1300.10274,1287.47089,4.79457,2.13589,23.0386,21.60706,2.02005,50.28359
563,0.65749,0.65424,0.64899,0.65441,0.6498,3.26487,0.70182,70.18121,28.37376,41.88897,42.37546,51.7149,53.7915,55.44341,1300.17482,1268.82571,1300.15584,1287.54474,4.79459,2.13622,23.03876,21.61606,2.01978,50.28481
564,0.65761,0.6543,0.64904,0.65449,0.64987,3.26524,0.70185,70.18405,28.36533,41.84569,42.37412,51.7078,53.79204,55.44282,1300.06537,1268.68412,1300.21803,1287.61354,4.79461,2.13597,23.03887,21.62186,2.01929,50.28124
565,0.65773,0.65434,0.64909,0.65455,0.64993,3.26557,0.70191,70.18988,28.3356,41.79346,42.37473,51.69696,53.7921,55.44203,1300.01553,1268.59237,1300.28361,1287.67133,4.79464,2.13509,23.03894,21.62155,2.01815,50.27488
566,0.65783,0.65438,0.64914,0.65458,0.64999,3.26585,0.70195,70.19446,28.27683,41.74508,42.37712,51.68724,53.7917,55.44148,1300.03108,1268.57039,1300.33343,1287.70033,4.79467,2.1338,23.03897,21.61764,2.01607,50.26629
567,0.6579,0.65442,0.64918,0.65457,0.65003,3.26605,0.70198,70.19761,28.21655,41.70521,42.37953,51.68062,53.79031,55.44135,1300.08633,1268.59699,1300.35874,1287.69638,4.79469,2.1326,23.03896,21.61256,2.01327,50.25298
568,0.65794,0.65444,0.64919,0.65454,0.65005,3.26611,0.70201,70.2003,28.16727,41.67306,42.38068,51.6763,53.78772,55.44154,1300.16253,1268.66075,1300.36562,1287.67422,4.79472,2.13176,23.03893,21.60589,2.01021,50.23293
569,0.65792,0.65446,0.64915,0.65448,0.65003,3.26603,0.70204,70.2032,28.12124,41.64146,42.37905,51.67212,53.78396,55.44203,1300.25277,1268.75488,1300.36711,1287.65481,4.79481,2.13133,23.03888,21.59651,2.00714,50.20516
570,0.65787,0.65446,0.64908,0.65441,0.64997,3.2658,0.70207,70.20658,28.0747,41.60262,42.37432,51.66609,53.77903,55.44303,1300.35955,1268.87347,1300.34149,1287.61847,4.79499,2.13126,23.0388,21.58459,2.00413,50.17012
571,0.65778,0.65444,0.64898,0.65431,0.64987,3.2654,0.70211,70.21057,28.02549,41.54652,42.36695,51.65552,53.77363,55.44448,1300.47031,1268.99878,1300.29066,1287.55954,4.79522,2.13131,23.03869,21.57075,2.00114,50.13057
572,0.65767,0.65439,0.64886,0.6542,0.64974,3.26487,0.70216,70.21568,27.96277,41.46483,42.35813,51.63966,53.76888,55.446,1300.56739,1269.10848,1300.24923,1287.50457,4.79544,2.13125,23.03855,21.55767,1.99805,50.09048
573,0.65754,0.65432,0.64875,0.65407,0.6496,3.26426,0.70221,70.22053,27.87026,41.37687,42.34985,51.62575,53.76598,55.44751,1300.64624,1269.19692,1300.22969,1287.46423,4.79562,2.13082,23.03836,21.553,1.99489,50.05363
574,0.65739,0.65422,0.64864,0.65393,0.64946,3.26362,0.7022,70.21961,27.79253,41.31261,42.34442,51.61926,53.76508,55.44894,1300.71373,1269.27272,1300.22374,1287.43207,4.79574,2.12987,23.03817,21.55588,1.9917,50.02541
575,0.65724,0.65412,0.64853,0.65379,0.64932,3.26297,0.70216,70.21647,27.85185,41.28679,42.34321,51.61978,53.76542,55.44963,1300.77603,1269.34711,1300.21701,1287.40073,4.79581,2.12839,23.03801,21.56091,1.98854,50.00922
576,0.6571,0.65402,0.64843,0.65367,0.64919,3.26236,0.70213,70.21273,27.973,41.30429,42.34611,51.62722,53.76637,55.44916,1300.81654,1269.40583,1300.21063,1287.38334,4.79581,2.12649,23.03795,21.5669,1.98556,50.00565
577,0.65697,0.65392,0.64833,0.65358,0.64907,3.26182,0.70208,70.20864,28.08939,41.35829,42.35224,51.64183,53.76789,55.44786,1300.80245,1269.41193,1300.20478,1287.39399,4.79576,2.12445,23.03802,21.57682,1.98311,50.01417
578,0.65686,0.65384,0.64825,0.65353,0.64897,3.26138,0.70204,70.20432,28.2073,41.43383,42.36042,51.66315,53.77044,55.44662,1300.74513,1269.37058,1300.18471,1287.42323,4.79564,2.12239,23.03824,21.59116,1.98117,50.03371
579,0.65677,0.65379,0.64818,0.65349,0.64889,3.26105,0.702,70.19995,28.34126,41.52011,42.36964,51.68961,53.77389,55.44607,1300.6788,1269.31441,1300.12567,1287.43768,4.79546,2.12056,23.03859,21.60635,1.97949,50.06232
580,0.6567,0.65375,0.64813,0.65346,0.64883,3.26083,0.70196,70.19574,28.49773,41.61308,42.37964,51.71866,53.77768,55.44636,1300.61572,1269.25202,1300.04024,1287.43393,4.79523,2.11923,23.03903,21.62046,1.97778,50.09879
581,0.65666,0.65372,0.64811,0.65345,0.6488,3.26069,0.70192,70.19174,28.64851,41.71541,42.39132,51.75013,53.78174,55.44667,1300.54606,1269.17092,1299.96764,1287.43948,4.79497,2.11797,23.03952,21.6352,1.97594,50.14388
582,0.65665,0.65368,0.6481,0.65344,0.6488,3.26063,0.70187,70.18743,28.7543,41.83191,42.4055,51.78783,53.78546,55.44618,1300.46901,1269.07223,1299.95086,1287.48945,4.79467,2.11632,23.04007,21.65749,1.97399,50.19825
583,0.65666,0.65366,0.64809,0.65343,0.64882,3.26063,0.70182,70.18174,28.81175,41.97421,42.4224,51.8349,53.78728,55.44514,1300.3945,1268.96706,1299.9894,1287.57846,4.79435,2.11465,23.04069,21.68718,1.97224,50.26041
584,0.65668,0.65365,0.64809,0.65345,0.64884,3.26068,0.70174,70.1743,28.98361,42.16296,42.44121,51.88938,53.78596,55.44428,1300.31207,1268.84874,1300.05041,1287.67634,4.79403,2.11371,23.04139,21.71852,1.97099,50.32611
585,0.65672,0.65366,0.64808,0.65347,0.64887,3.26078,0.70167,70.16737,29.35313,42.38913,42.45968,51.94686,53.78156,55.44389,1300.20795,1268.71189,1300.15627,1287.81177,4.79376,2.11398,23.04215,21.74975,1.97041,50.38826
586,0.65677,0.65367,0.64807,0.65352,0.64891,3.26093,0.70165,70.16541,29.74514,42.46277,42.47335,52.00557,53.77458,55.44386,1300.10018,1268.5793,1300.31496,1287.99463,4.79355,2.11539,23.04286,21.78122,1.97053,50.43608
587,0.65682,0.6537,0.64806,0.65357,0.64895,3.26112,0.70167,70.16744,29.9355,42.41664,42.4776,52.06523,53.76635,55.44434,1300.02105,1268.48125,1300.47981,1288.17623,4.79343,2.11748,23.04286,21.80182,1.97127,50.46093
588,0.65687,0.65373,0.64805,0.65361,0.64899,3.26129,0.7017,70.17045,29.83469,42.36054,42.47063,52.12408,53.75778,55.44566,1299.96761,1268.4174,1300.61477,1288.31701,4.79342,2.1202,23.04197,21.77498,1.97252,50.45854
589,0.65691,0.65376,0.64804,0.65362,0.64902,3.2614,0.70174,70.17434,29.6165,42.29139,42.4549,52.15378,53.74944,55.44774,1299.90855,1268.36151,1300.71713,1288.4111,4.79355,2.12328,23.04125,21.72663,1.97418,50.4278
590,0.65692,0.65377,0.64802,0.6536,0.64903,3.26139,0.7018,70.18041,29.39202,42.19254,42.43569,52.06855,53.7416,55.4501,1299.84023,1268.31338,1300.75675,1288.42657,4.79379,2.12596,23.04086,21.67908,1.97613,50.36952
591,0.6569,0.65376,0.64799,0.65355,0.64901,3.26126,0.70187,70.18715,29.19909,42.09909,42.41651,51.96183,53.73435,55.45247,1299.78976,1268.29843,1300.71703,1288.34157,4.79407,2.12802,23.04055,21.63611,1.97829,50.30183
592,0.65684,0.65373,0.64793,0.65348,0.64896,3.26101,0.70193,70.19298,29.04369,42.03976,42.39791,51.9005,53.7273,55.45451,1299.76448,1268.31434,1300.6072,1288.1666,4.79438,2.12965,23.04021,21.59947,1.98061,50.23971
593,0.65677,0.65369,0.64786,0.6534,0.64888,3.26066,0.70198,70.1983,28.89859,42.01648,42.37965,51.85885,53.72007,55.45587,1299.74976,1268.33833,1300.46088,1287.94661,4.79469,2.13065,23.0398,21.56692,1.98307,50.1845
594,0.65669,0.65363,0.64777,0.65332,0.64878,3.26023,0.70204,70.20385,28.72276,41.99245,42.36084,51.82168,53.71323,55.45678,1299.7318,1268.35976,1300.33995,1287.75406,4.79499,2.13058,23.03923,21.5345,1.98566,50.13155
595,0.65659,0.65355,0.64767,0.65323,0.64867,3.25974,0.7021,70.21004,28.48523,41.88618,42.34038,51.78057,53.70737,55.45751,1299.71124,1268.38284,1300.24801,1287.59695,4.79528,2.12935,23.03848,21.49737,1.98826,50.07575
596,0.65648,0.65347,0.64754,0.65312,0.64854,3.2592,0.70217,70.21744,28.17813,41.71309,42.31795,51.73056,53.70353,55.4579,1299.70761,1268.43168,1300.14801,1287.43649,4.79557,2.12726,23.03774,21.45053,1.99067,50.00819
597,0.65636,0.65337,0.6474,0.65299,0.64841,3.25857,0.70225,70.22542,27.85476,41.54176,42.29433,51.66467,53.70162,55.4574,1299.72878,1268.51391,1300.07144,1287.3062,4.79582,2.12509,23.03728,21.4022,1.99275,49.92873
598,0.65621,0.65325,0.64726,0.65285,0.64826,3.25787,0.70233,70.23317,27.63904,41.39633,42.27303,51.58879,53.70112,55.45561,1299.76194,1268.61196,1300.06556,1287.25591,4.79599,2.12328,23.03709,21.367,1.9943,49.85255
599,0.65606,0.65313,0.6471,0.6527,0.6481,3.25712,0.70241,70.24069,27.53682,41.28513,42.25762,51.54048,53.7021,55.4524,1299.81147,1268.7214,1300.10677,1287.26043,4.7961,2.12205,23.03697,21.33721,1.99536,49.79575
600,0.65591,0.65301,0.64695,0.65255,0.64794,3.25637,0.70246,70.24624,27.45526,41.21205,42.24873,51.51672,53.70399,55.44811,1299.88132,1268.83734,1300.14099,1287.26494,4.79622,2.12157,23.03688,21.31345,1.99597,49.76995
601,0.65576,0.65289,0.6468,0.65241,0.64778,3.25566,0.70241,70.24199,27.44867,41.18155,42.24537,51.51048,53.70645,55.44332,1299.94435,1268.92506,1300.14914,1287.25347,4.79629,2.12154,23.03683,21.31998,1.9961,49.7747
602,0.65562,0.65276,0.64667,0.6523,0.64765,3.25501,0.70231,70.23171,27.68374,41.20315,42.24748,51.52441,53.70912,55.43799,1299.98209,1268.96641,1300.15566,1287.25368,4.79625,2.12131,23.03686,21.35235,1.99579,49.80276
603,0.6555,0.65262,0.64655,0.65222,0.64753,3.25443,0.70222,70.22262,27.97788,41.27399,42.25523,51.54756,53.71198,55.43212,1300.00154,1268.97603,1300.19526,1287.29376,4.7961,2.12053,23.03696,21.39252,1.9952,49.8473
604,0.6554,0.65246,0.64646,0.65215,0.64743,3.25392,0.70214,70.21415,28.22561,41.37705,42.26769,51.57402,53.7149,55.4263,1300.02157,1268.9739,1300.27196,1287.37583,4.79587,2.11939,23.0371,21.43582,1.99456,49.90449
605,0.65532,0.65231,0.64637,0.65211,0.64736,3.25347,0.70205,70.2058,28.44118,41.50044,42.28374,51.60302,53.71801,55.42125,1300.04915,1268.96613,1300.36569,1287.48454,4.79563,2.11835,23.03731,21.48296,1.99398,49.97297
606,0.65526,0.65218,0.64631,0.65207,0.64729,3.2531,0.70197,70.1975,28.64879,41.64363,42.3029,51.63597,53.72185,55.41696,1300.07132,1268.94233,1300.44634,1287.5914,4.79546,2.11828,23.0376,21.53324,1.99356,50.05099
607,0.65521,0.65209,0.64627,0.65205,0.64725,3.25284,0.70189,70.18903,28.85885,41.81147,42.32557,51.6745,53.72655,55.41327,1300.08964,1268.90541,1300.47267,1287.65486,4.79536,2.1195,23.03798,21.5866,1.99339,50.13799
608,0.65517,0.65205,0.64625,0.65204,0.64723,3.25271,0.7018,70.17995,29.07668,42.01044,42.35277,51.71825,53.7319,55.41002,1300.11903,1268.8711,1300.42166,1287.64861,4.79522,2.12183,23.03846,21.64447,1.99348,50.23433
609,0.65514,0.65204,0.64625,0.65204,0.64723,3.25268,0.7017,70.16987,29.30827,42.25505,42.38339,51.74569,53.73717,55.40728,1300.14699,1268.8273,1300.29572,1287.57174,4.79496,2.12453,23.03904,21.69876,1.9938,50.32964
610,0.65513,0.65206,0.64627,0.65204,0.64725,3.25271,0.70158,70.15858,29.56185,42.5286,42.41189,51.72692,53.74031,55.40568,1300.16119,1268.76055,1300.1426,1287.47006,4.79455,2.12648,23.03975,21.7123,1.99433,50.37816
611,0.65512,0.65209,0.64628,0.65204,0.64728,3.25275,0.70148,70.14962,29.4525,42.7357,42.43483,51.72803,53.74003,55.40546,1300.16716,1268.68396,1300.02095,1287.39655,4.79412,2.12734,23.04043,21.66651,1.99503,50.35957
612,0.6551,0.65211,0.64628,0.65202,0.64729,3.25274,0.70143,70.1462,29.24358,42.86982,42.44927,51.74046,53.73777,55.40696,1300.16173,1268.60985,1299.95329,1287.364,4.79376,2.12751,23.04076,21.60625,1.99578,50.31323
613,0.65506,0.6521,0.64627,0.65198,0.6473,3.25265,0.7014,70.14422,29.08157,42.98827,42.44947,51.74113,53.7353,55.40995,1300.1379,1268.54065,1299.93868,1287.3692,4.7935,2.12722,23.04041,21.5689,1.99647,50.2618
614,0.65501,0.65208,0.64624,0.65192,0.64728,3.25245,0.70139,70.14326,28.92072,43.09357,42.43598,51.7338,53.73295,55.41348,1300.08487,1268.4781,1299.95658,1287.38884,4.79339,2.12662,23.03985,21.53788,1.99704,50.21412
615,0.65495,0.65205,0.64618,0.65185,0.64725,3.25218,0.70162,70.16137,28.76352,42.89467,42.41881,51.72428,53.73071,55.41725,1300.00112,1268.42634,1300.0018,1287.41911,4.79344,2.12605,23.03958,21.50786,1.99747,50.17671
616,0.65488,0.65201,0.6461,0.65177,0.6472,3.25184,0.70185,70.18335,28.60815,42.56905,42.40402,51.71477,53.72818,55.42099,1299.90323,1268.39534,1300.04034,1287.42828,4.79367,2.12578,23.03955,21.47609,1.9978,50.1469
617,0.65479,0.65196,0.646,0.65169,0.64712,3.25143,0.70192,70.19114,28.43698,42.54154,42.39128,51.70659,53.72454,55.4244,1299.8202,1268.39802,1300.0507,1287.39603,4.79403,2.1258,23.03966,21.43356,1.99804,50.10572
618,0.65469,0.65189,0.64587,0.65159,0.64702,3.25093,0.70195,70.19436,28.20067,42.66747,42.37729,51.69814,53.71881,55.4273,1299.75861,1268.42335,1300.02099,1287.31401,4.79442,2.1258,23.03991,21.36656,1.99819,50.03531
619,0.65458,0.65179,0.64572,0.65148,0.64689,3.25031,0.70198,70.19698,27.90788,42.72705,42.35966,51.68352,53.71179,55.43019,1299.72186,1268.46036,1299.97984,1287.21788,4.79479,2.1254,23.0401,21.33247,1.99814,49.94148
620,0.65444,0.65166,0.64556,0.65135,0.64674,3.2496,0.70209,70.20588,27.80915,42.49029,42.33858,51.66828,53.70487,55.43303,1299.70258,1268.50503,1299.93394,1287.12291,4.79516,2.12417,23.0397,21.3217,1.99774,49.84807
621,0.6543,0.65149,0.64539,0.65121,0.64658,3.24882,0.70221,70.21806,27.79912,42.18586,42.31508,51.65431,53.69973,55.43667,1299.68489,1268.54702,1299.89755,1287.04737,4.79554,2.12198,23.03908,21.31091,1.99697,49.78211
622,0.65416,0.65131,0.64523,0.65107,0.64641,3.24802,0.70228,70.22585,27.79593,41.93378,42.29404,51.6411,53.69677,55.44151,1299.65733,1268.58057,1299.88006,1287.00642,4.79593,2.1191,23.03852,21.30109,1.99598,49.75875
623,0.65402,0.65113,0.64509,0.65093,0.64625,3.24724,0.70232,70.23108,27.7916,41.73863,42.28131,51.62846,53.69625,55.44664,1299.61544,1268.60335,1299.87313,1286.9914,4.79633,2.11612,23.03805,21.29321,1.99495,49.75927
624,0.65389,0.65097,0.64496,0.6508,0.6461,3.24653,0.70235,70.23471,27.78406,41.60277,42.27485,51.61644,53.69839,55.45124,1299.57855,1268.62854,1299.84487,1286.96627,4.7967,2.11378,23.03767,21.28724,1.9941,49.76314
625,0.65378,0.65081,0.64486,0.65068,0.64595,3.24591,0.70238,70.23731,27.77524,41.52484,42.27187,51.60542,53.70185,55.45483,1299.56751,1268.6682,1299.81414,1286.95111,4.79701,2.11247,23.03736,21.28335,1.9935,49.76826
626,0.6537,0.65069,0.64477,0.65057,0.64583,3.2454,0.70239,70.23927,27.76969,41.49262,42.27214,51.59641,53.70501,55.45722,1299.58905,1268.72016,1299.80661,1286.96922,4.7972,2.11216,23.0371,21.2812,1.99309,49.7767
627,0.65364,0.65061,0.64472,0.65047,0.64573,3.24501,0.70241,70.24071,27.77191,41.48598,42.27472,51.59149,53.7071,55.45859,1299.63953,1268.77508,1299.78539,1286.97934,4.79724,2.11237,23.03689,21.27994,1.9928,49.78869
628,0.65361,0.65055,0.64468,0.65037,0.64566,3.24473,0.70242,70.24164,27.78318,41.48913,42.27734,51.59107,53.70844,55.45917,1299.72546,1268.83978,1299.73185,1286.95759,4.79717,2.11279,23.03673,21.27904,1.99257,49.80185
629,0.65359,0.65052,0.64466,0.65027,0.64559,3.24453,0.70242,70.24218,27.80336,41.49431,42.27797,51.59265,53.70932,55.45914,1299.83475,1268.91797,1299.64875,1286.89904,4.79707,2.11332,23.03661,21.27813,1.99229,49.81185
630,0.65358,0.6505,0.64466,0.65018,0.64553,3.24441,0.70242,70.24236,27.83214,41.50264,42.2766,51.59548,53.71009,55.45888,1299.93734,1268.99124,1299.56722,1286.8316,4.79694,2.11342,23.03654,21.27725,1.99185,49.81777
631,0.6536,0.6505,0.64469,0.6501,0.6455,3.24437,0.70242,70.24226,27.86875,41.51452,42.27437,51.59951,53.71082,55.45836,1300.00687,1269.04289,1299.54434,1286.8141,4.79681,2.11281,23.0365,21.2767,1.99127,49.81941
632,0.65362,0.65051,0.64475,0.65005,0.6455,3.24443,0.70242,70.24195,27.91258,41.52936,42.27205,51.60455,53.71142,55.45741,1300.04425,1269.0796,1299.60197,1286.86703,4.7967,2.11171,23.03648,21.27683,1.99069,49.81819
633,0.65366,0.65053,0.64481,0.65003,0.6455,3.24455,0.70242,70.24156,27.95867,41.54552,42.26966,51.61016,53.71149,55.45589,1300.06736,1269.11582,1299.72742,1286.97703,4.79663,2.11042,23.03649,21.27752,1.99017,49.81767
634,0.65369,0.65055,0.64488,0.65002,0.64551,3.2447,0.70241,70.24116,27.99793,41.56125,42.26739,51.61565,53.71047,55.45347,1300.09617,1269.16671,1299.8883,1287.11444,4.79658,2.10926,23.03652,21.27843,1.98971,49.82112
635,0.65371,0.65058,0.64492,0.65003,0.64549,3.24481,0.70241,70.24073,28.02651,41.57464,42.26602,51.62019,53.70812,55.45015,1300.14436,1269.23982,1300.06924,1287.27312,4.79649,2.10851,23.03655,21.27888,1.9893,49.82972
636,0.65371,0.6506,0.64494,0.65003,0.64546,3.24484,0.7024,70.24031,28.04763,41.58358,42.26514,51.62355,53.70465,55.44655,1300.2125,1269.33042,1300.21486,1287.40211,4.7963,2.10818,23.03659,21.27851,1.98888,49.84193
637,0.65368,0.6506,0.64493,0.65003,0.6454,3.24476,0.7024,70.23992,28.06474,41.58756,42.26406,51.6262,53.7008,55.44347,1300.29914,1269.43539,1300.32781,1287.50559,4.79606,2.10801,23.03661,21.27749,1.98835,49.85554
638,0.65363,0.65059,0.64488,0.65002,0.64531,3.24455,0.7024,70.23961,28.07775,41.58855,42.26294,51.62776,53.69734,55.44115,1300.38166,1269.53434,1300.4168,1287.58723,4.79585,2.10774,23.03662,21.2759,1.98767,49.86984
639,0.65355,0.65054,0.6448,0.64999,0.64521,3.24423,0.7024,70.23945,28.08428,41.58849,42.26191,51.62804,53.69502,55.43999,1300.45236,1269.61582,1300.48889,1287.64915,4.79571,2.1074,23.03663,21.27402,1.98685,49.88338
640,0.65344,0.65048,0.6447,0.64995,0.6451,3.24378,0.7024,70.23949,28.08228,41.58629,42.26061,51.62677,53.69394,55.44011,1300.51358,1269.68426,1300.56598,1287.71128,4.79563,2.10705,23.03662,21.27217,1.98593,49.89343
641,0.6533,0.65039,0.64457,0.64989,0.64498,3.24323,0.7024,70.23983,28.06992,41.58085,42.25846,51.62366,53.69348,55.44075,1300.56995,1269.74379,1300.68893,1287.8183,4.79558,2.10697,23.03658,21.27032,1.98502,49.89939
642,0.65314,0.65027,0.64444,0.64983,0.64485,3.24261,0.70241,70.24048,28.04277,41.56896,42.25588,51.61855,53.69291,55.44096,1300.62489,1269.79886,1300.85047,1287.96428,4.79556,2.10737,23.03651,21.26843,1.98425,49.90345
643,0.65298,0.65013,0.64428,0.64975,0.6447,3.2419,0.70242,70.2414,27.99539,41.5502,42.25293,51.61178,53.69187,55.44046,1300.66823,1269.84512,1301.00334,1288.10574,4.79556,2.10821,23.03643,21.26618,1.9837,49.90622
644,0.65281,0.64995,0.64411,0.64966,0.64454,3.24108,0.70243,70.24251,27.93229,41.52639,42.24977,51.60435,53.69057,55.43944,1300.6985,1269.87881,1301.08404,1288.17835,4.79561,2.10959,23.03637,21.26361,1.98336,49.90788
