Time,U1,U2,U3,U4,U5,Utot,J,I,TinH2,ToutH2,TinAIR,ToutAIR,TinWAT,ToutWAT,PinAIR,PoutAIR,PoutH2,PinH2,DinH2,DoutH2,DinAIR,DoutAIR,DWAT,HrAIRFC
502,0.64662,0.64007,0.63923,0.63822,0.62761,3.19173,0.70064,70.06383,28.84929,38.11011,46.27067,51.30192,53.67042,55.4172,1300.08064,1267.50962,1297.53185,1284.71101,4.79442,2.11758,23.0363,21.25945,1.98523,52.18458
503,0.64656,0.63967,0.63993,0.63818,0.62732,3.19102,0.70065,70.06538,28.81044,38.05012,46.32255,51.27371,53.67117,55.4199,1300.29384,1267.55362,1297.35812,1284.45461,4.79422,2.11952,23.0365,21.25624,1.98558,52.15224
504,0.64813,0.64141,0.64204,0.64004,0.62909,3.20004,0.70066,70.06047,28.78187,38.10673,46.38293,51.23866,53.66547,55.42154,1300.5114,1267.6606,1297.18545,1284.25711,4.79416,2.11907,23.03671,21.25771,1.98699,52.11124
505,0.64941,0.64298,0.64346,0.64171,0.63068,3.20788,0.69995,69.99053,28.76716,38.37496,46.449,51.2001,53.65315,55.42331,1300.63415,1267.74568,1297.07651,1284.18005,4.79419,2.11755,23.03693,21.2598,1.99021,52.08452
506,0.65029,0.64396,0.64458,0.64275,0.63163,3.21279,0.69965,69.96317,28.75812,38.56093,46.57677,51.16302,53.63702,55.42554,1300.55464,1267.63442,1297.22667,1284.39251,4.79422,2.11376,23.03709,21.26134,1.994,52.08278
507,0.6516,0.64545,0.64655,0.64447,0.63318,3.22081,0.69935,69.9309,28.75798,38.71824,46.7086,51.13185,53.63583,55.43873,1300.36999,1267.38485,1297.52497,1284.76972,4.79427,2.10976,23.03714,21.26412,1.9979,52.08289
508,0.65312,0.64728,0.64794,0.64637,0.63494,3.22973,0.69868,69.86722,28.75862,38.91295,46.8157,51.1057,53.63721,55.45101,1300.30295,1267.29152,1297.88328,1285.19686,4.79447,2.10746,23.03705,21.26666,2.00334,52.08352
509,0.65315,0.64728,0.6478,0.64621,0.63501,3.22947,0.69867,69.86698,28.76781,39.13498,46.84622,51.0992,53.63958,55.46092,1300.35421,1267.3817,1298.40352,1285.81502,4.79478,2.10621,23.03692,21.26849,2.01102,52.09283
510,0.65325,0.64737,0.64779,0.64612,0.63516,3.22971,0.69865,69.86494,28.79331,39.22814,46.84432,51.11793,53.65029,55.4732,1300.35263,1267.42501,1299.01875,1286.55665,4.79513,2.10367,23.03685,21.27105,2.02043,52.11448
511,0.65338,0.6475,0.64787,0.64608,0.63531,3.23016,0.69863,69.86311,28.83286,39.2708,46.8463,51.14004,53.66809,55.48503,1300.26656,1267.31301,1299.59994,1287.28867,4.79523,2.10077,23.03687,21.27633,2.03019,52.13804
512,0.6535,0.64767,0.64803,0.64612,0.63551,3.23085,0.69862,69.86167,28.87502,39.28687,46.84811,51.1625,53.68748,55.48074,1300.26697,1267.26815,1300.08389,1287.92885,4.79519,2.0983,23.03697,21.28131,2.03821,52.13937
513,0.65364,0.64789,0.64821,0.64627,0.63575,3.23178,0.69861,69.86067,28.92482,39.30218,46.8512,51.18221,53.69655,55.47493,1300.3653,1267.37642,1300.63042,1288.60081,4.79514,2.09711,23.03702,21.2846,2.04254,52.15061
514,0.65377,0.64812,0.64836,0.64646,0.63595,3.23271,0.6986,69.85992,28.97343,39.31544,46.85284,51.19427,53.69923,55.47037,1300.47884,1267.53507,1301.25926,1289.2694,4.79479,2.09719,23.03696,21.28584,2.04287,52.18781
515,0.65386,0.64831,0.64843,0.64662,0.63606,3.23334,0.6986,69.85973,29.00467,39.3154,46.84601,51.19337,53.69523,55.46358,1300.56097,1267.63741,1301.8078,1289.7902,4.79447,2.09791,23.03691,21.2858,2.04031,52.23438
516,0.65391,0.64844,0.64844,0.64674,0.63612,3.23373,0.6986,69.86037,29.01414,39.30761,46.82093,51.18042,53.6852,55.44961,1300.60312,1267.67516,1302.22908,1290.16398,4.7942,2.09975,23.03685,21.28404,2.0351,52.28714
517,0.65394,0.64853,0.64839,0.64682,0.63619,3.23394,0.69861,69.86138,28.99599,39.31819,46.78781,51.16272,53.66854,55.43334,1300.52727,1267.60017,1302.56165,1290.46061,4.79392,2.10233,23.03669,21.28084,2.02619,52.32891
518,0.65395,0.64856,0.64829,0.64682,0.63619,3.23389,0.69863,69.86258,28.95847,39.33772,46.75277,51.14368,53.64904,55.41883,1300.29225,1267.36504,1302.80007,1290.67239,4.79372,2.10474,23.03658,21.27906,2.01924,52.36788
519,0.65396,0.64853,0.6482,0.64674,0.63611,3.2336,0.69864,69.86403,28.92358,39.36771,46.72105,51.12872,53.63633,55.40683,1299.95223,1266.99205,1302.86402,1290.73846,4.79366,2.10606,23.03664,21.27929,2.01839,52.40059
520,0.65396,0.64849,0.64814,0.6466,0.63605,3.23328,0.69867,69.86727,28.90026,39.40305,46.68463,51.11917,53.63391,55.39615,1299.55634,1266.5466,1302.73836,1290.64911,4.79372,2.10609,23.03677,21.27943,2.01751,52.40444
521,0.65398,0.64846,0.64813,0.64644,0.63604,3.23307,0.69884,69.88467,28.87355,39.43831,46.649,51.10909,53.63874,55.39321,1299.38806,1266.30296,1302.55763,1290.46801,4.79389,2.10633,23.03684,21.27855,2.01775,52.37198
522,0.65403,0.64839,0.6482,0.64628,0.63605,3.23298,0.699,69.89985,28.8404,39.4689,46.61273,51.1011,53.65366,55.40392,1299.40926,1266.27001,1302.31423,1290.14797,4.79413,2.10672,23.03682,21.27744,2.019,52.36405
523,0.65408,0.64831,0.6483,0.64614,0.63605,3.2329,0.69912,69.91231,28.82006,39.50229,46.57677,51.10272,53.66725,55.4188,1299.63982,1266.49009,1301.97071,1289.65079,4.79435,2.10526,23.03673,21.27704,2.02099,52.36698
524,0.65404,0.64822,0.64838,0.64602,0.63605,3.23272,0.69927,69.92694,28.81981,39.54315,46.54427,51.10854,53.67555,55.42999,1300.04383,1266.90683,1301.69795,1289.18898,4.79448,2.1025,23.03668,21.27787,2.02466,52.37265
525,0.65393,0.64811,0.64843,0.64591,0.63604,3.23246,0.69945,69.94449,28.82102,39.58558,46.52227,51.10904,53.68248,55.43622,1300.36186,1267.22338,1301.30812,1288.61585,4.79464,2.10059,23.03663,21.27818,2.02825,52.38465
526,0.65385,0.64804,0.64848,0.64582,0.63604,3.23228,0.69948,69.94809,28.81175,39.62611,46.51488,51.1047,53.68331,55.43548,1300.41078,1267.28336,1300.95173,1288.14853,4.79473,2.0993,23.03659,21.27805,2.03017,52.40539
527,0.65378,0.64803,0.64848,0.64579,0.63603,3.23218,0.69951,69.95047,28.79517,39.64903,46.52081,51.1033,53.68137,55.43452,1300.37648,1267.29228,1300.82123,1287.95245,4.79468,2.0989,23.03663,21.27871,2.03122,52.43215
528,0.65367,0.64807,0.64839,0.64579,0.63602,3.232,0.69952,69.95236,28.78144,39.64528,46.52834,51.10621,53.67198,55.43531,1300.23835,1267.17872,1300.8255,1287.94309,4.79448,2.10035,23.0368,21.27886,2.03265,52.45082
529,0.65354,0.64815,0.64824,0.64574,0.636,3.23175,0.69953,69.95344,28.76575,39.62938,46.53278,51.10798,53.66343,55.43441,1299.99855,1266.96131,1300.91931,1288.09378,4.79431,2.10283,23.03691,21.27721,2.03468,52.45867
530,0.65342,0.64821,0.64807,0.64561,0.63599,3.23136,0.69954,69.95356,28.74593,39.59773,46.53611,51.10994,53.65909,55.43653,1299.83235,1266.83322,1300.9093,1288.18395,4.79424,2.10372,23.03688,21.27479,2.03622,52.4855
531,0.65332,0.64822,0.6479,0.64544,0.63594,3.23087,0.69954,69.95351,28.74219,39.54154,46.53721,51.11854,53.65734,55.44136,1299.92258,1266.98428,1300.69844,1288.06137,4.79423,2.10216,23.03685,21.27391,2.03796,52.50582
532,0.65318,0.64816,0.64773,0.64529,0.63585,3.23017,0.69955,69.95479,28.74986,39.45092,46.5409,51.12946,53.65728,55.44581,1300.19669,1267.31337,1300.49799,1287.91888,4.79414,2.10005,23.03683,21.27637,2.04026,52.45702
533,0.65303,0.64803,0.64756,0.64513,0.63576,3.2294,0.69956,69.95633,28.76461,39.35983,46.55218,51.14024,53.65711,55.44925,1300.41987,1267.57304,1300.41073,1287.85667,4.79411,2.09871,23.03689,21.2757,2.04275,52.38823
534,0.65292,0.64783,0.64739,0.64501,0.63567,3.22868,0.69958,69.95775,28.78297,39.3015,46.56485,51.1551,53.65966,55.45147,1300.51499,1267.6939,1300.3402,1287.77902,4.79411,2.09624,23.03683,21.27036,2.04256,52.30748
535,0.65285,0.6476,0.64724,0.645,0.63561,3.22813,0.6996,69.95966,28.80473,39.26307,46.5907,51.17366,53.66384,55.45073,1300.65943,1267.863,1300.32309,1287.71964,4.79414,2.09397,23.03659,21.26431,2.03983,52.21657
536,0.65283,0.64741,0.64715,0.64507,0.63559,3.22788,0.69962,69.96173,28.83801,39.23595,46.63635,51.18929,53.66656,55.44298,1300.84593,1268.05109,1300.62118,1287.94902,4.7941,2.09457,23.03658,21.2577,2.03772,52.13525
537,0.65291,0.64733,0.64713,0.64515,0.63556,3.22797,0.69963,69.96327,28.87283,39.22851,46.68351,51.19667,53.66699,55.43217,1300.96552,1268.14878,1301.17957,1288.41175,4.79396,2.09821,23.03679,21.25247,2.03606,52.0775
538,0.653,0.6473,0.64713,0.6452,0.63554,3.22814,0.69964,69.96382,28.90722,39.24181,46.71041,51.19969,53.67176,55.43025,1300.98189,1268.15315,1301.58219,1288.69411,4.79389,2.1014,23.03703,21.24923,2.03434,52.06126
539,0.65303,0.64728,0.6471,0.64519,0.63546,3.2281,0.69964,69.96429,28.9377,39.25558,46.72029,51.20295,53.68123,55.43704,1300.88807,1268.07688,1301.69948,1288.70076,4.79415,2.10311,23.03723,21.24789,2.03371,52.05554
540,0.65296,0.64716,0.64701,0.64507,0.63526,3.22745,0.69965,69.96471,28.9612,39.25562,46.72846,51.19842,53.68516,55.444,1300.69899,1267.92675,1301.40553,1288.33974,4.79442,2.10597,23.03739,21.24739,2.03441,52.05911
541,0.65279,0.64699,0.64681,0.64477,0.63492,3.22619,0.69965,69.96498,28.9769,39.24925,46.72894,51.18434,53.67922,55.44597,1300.50582,1267.77377,1300.85229,1287.76772,4.79436,2.10932,23.03731,21.24778,2.03576,52.07631
542,0.6525,0.64671,0.64652,0.64429,0.63444,3.22438,0.69965,69.96524,28.98105,39.24582,46.71246,51.16826,53.67456,55.44901,1300.10975,1267.4281,1300.10736,1287.0317,4.79439,2.10962,23.03724,21.24839,2.03614,52.07009
543,0.65206,0.6463,0.6461,0.64377,0.63393,3.22209,0.69966,69.96561,28.97047,39.23599,46.69346,51.15653,53.67488,55.45602,1299.64141,1267.01514,1299.18452,1286.12174,4.79462,2.10807,23.03719,21.24926,2.0353,52.037
544,0.65153,0.6458,0.64558,0.64334,0.63344,3.21959,0.69966,69.96613,28.95482,39.2434,46.69586,51.14916,53.67259,55.4563,1299.33249,1266.75216,1298.37331,1285.36355,4.79481,2.10726,23.03714,21.25107,2.03497,52.01898
545,0.65105,0.64531,0.64503,0.64298,0.63298,3.21721,0.69967,69.96656,28.94827,39.27892,46.72016,51.14265,53.66514,55.44977,1299.29401,1266.73256,1298.02923,1285.08652,4.79463,2.10679,23.03714,21.25516,2.03521,52.02534
546,0.65067,0.64488,0.64456,0.64267,0.63259,3.21527,0.69967,69.96719,28.95031,39.3298,46.74425,51.14189,53.6642,55.44247,1299.41575,1266.8813,1298.24895,1285.37144,4.79436,2.10315,23.03727,21.26107,2.03597,52.02419
547,0.65042,0.64461,0.64426,0.6424,0.63233,3.21396,0.69968,69.96784,28.9579,39.37797,46.76568,51.14811,53.67145,55.44015,1299.68044,1267.17241,1298.97028,1286.20299,4.79426,2.09776,23.03728,21.2684,2.03656,52.01865
548,0.65029,0.6445,0.64415,0.6422,0.63223,3.21333,0.69968,69.96829,28.96268,39.43606,46.79029,51.15583,53.6789,55.44136,1300.14663,1267.63972,1299.76404,1287.14013,4.79426,2.09488,23.03718,21.27471,2.036,52.02117
549,0.65029,0.64452,0.6442,0.64208,0.6322,3.21329,0.69969,69.96826,28.94939,39.5067,46.80578,51.15988,53.68384,55.43825,1300.73884,1268.18982,1300.45378,1287.99268,4.79441,2.09477,23.037,21.27922,2.0352,52.03534
550,0.6504,0.64461,0.64433,0.64198,0.63225,3.21359,0.69968,69.9675,28.90775,39.57092,46.79828,51.16018,53.68722,55.43226,1301.18262,1268.57214,1301.11681,1288.8183,4.7945,2.09359,23.03681,21.27998,2.03418,52.03973
551,0.65048,0.64475,0.64447,0.64183,0.63234,3.21392,0.69986,69.98413,28.85349,39.60672,46.77152,51.15918,53.68388,55.42531,1301.27618,1268.61028,1301.51078,1289.32606,4.7946,2.09263,23.03675,21.27842,2.03231,52.02873
552,0.6505,0.64494,0.64458,0.64171,0.63241,3.2142,0.70003,70.00173,28.79305,39.61721,46.74321,51.1542,53.67629,55.41788,1301.00005,1268.30673,1301.30742,1289.13679,4.79477,2.0945,23.03673,21.2768,2.03027,52.0225
553,0.65053,0.64507,0.64467,0.64171,0.63246,3.2145,0.70014,70.01323,28.72474,39.59274,46.70956,51.14451,53.66813,55.41035,1300.56235,1267.84614,1300.93712,1288.72724,4.79491,2.09773,23.0367,21.27486,2.0286,52.01772
554,0.65061,0.64513,0.64468,0.64182,0.63253,3.2148,0.7003,70.02758,28.67719,39.53227,46.66555,51.13409,53.65853,55.40364,1300.13719,1267.39633,1300.68269,1288.42337,4.79487,2.10005,23.03667,21.27211,2.02754,52.00892
555,0.65068,0.64518,0.6447,0.64196,0.63263,3.21514,0.70049,70.04801,28.66813,39.45989,46.62079,51.13059,53.64966,55.40224,1299.83743,1267.10597,1300.71511,1288.41669,4.79465,2.10072,23.03662,21.26849,2.02771,52.00627
556,0.65072,0.64528,0.64484,0.64208,0.63274,3.21561,0.7005,70.05069,28.69004,39.3823,46.59467,51.13548,53.6447,55.40567,1299.72237,1267.05835,1300.74888,1288.41072,4.79443,2.10072,23.03657,21.26499,2.02861,52.01239
557,0.65079,0.64539,0.64508,0.64227,0.63284,3.21633,0.7005,70.04995,28.72707,39.30648,46.57877,51.14473,53.64579,55.4111,1299.8989,1267.31833,1300.71582,1288.36213,4.79428,2.10322,23.03652,21.26342,2.02885,52.01989
558,0.65089,0.6455,0.64538,0.64253,0.633,3.21725,0.70049,70.04953,28.76443,39.25306,46.56134,51.15423,53.6524,55.416,1300.36364,1267.80651,1300.5265,1288.18818,4.79418,2.10688,23.0366,21.26266,2.02835,52.02726
559,0.65095,0.64562,0.64565,0.64276,0.63322,3.21815,0.7005,70.04976,28.80347,39.23385,46.54451,51.16336,53.66006,55.41659,1300.9573,1268.38256,1300.17215,1287.84132,4.7941,2.11131,23.03676,21.26267,2.02813,52.033
560,0.65098,0.64577,0.64585,0.64291,0.6334,3.21887,0.7005,70.05033,28.84295,39.23012,46.53705,51.175,53.67187,55.41779,1301.32528,1268.73474,1299.52866,1287.14618,4.79408,2.11657,23.03687,21.26269,2.0288,52.03687
561,0.65107,0.64595,0.64594,0.64308,0.63357,3.21956,0.70051,70.05108,28.87718,39.21754,46.52842,51.18926,53.68981,55.42312,1301.42917,1268.8028,1298.70933,1286.25724,4.79405,2.12014,23.0369,21.2608,2.02856,52.02515
562,0.65122,0.6461,0.64593,0.64326,0.63376,3.22023,0.70052,70.05162,28.90481,39.21016,46.51297,51.20062,53.70467,55.43006,1301.26669,1268.59679,1297.81141,1285.28873,4.79408,2.1241,23.03688,21.25933,2.02715,52.01135
563,0.65143,0.64627,0.6459,0.64338,0.63401,3.22095,0.70052,70.05184,28.93051,39.22521,46.50086,51.20713,53.71441,55.43865,1301.11543,1268.41617,1297.16949,1284.58233,4.79413,2.12733,23.0368,21.26051,2.02592,51.99298
564,0.65171,0.64645,0.64592,0.64345,0.63424,3.22171,0.70051,70.05122,28.95518,39.24915,46.50255,51.21438,53.71943,55.44917,1301.05243,1268.316,1297.17466,1284.58431,4.79416,2.12885,23.03682,21.26264,2.02494,51.9726
565,0.65204,0.64659,0.64604,0.64349,0.63436,3.22251,0.7005,70.04977,28.96431,39.26122,46.51683,51.21925,53.71506,55.45806,1301.05682,1268.30109,1297.90275,1285.35877,4.79411,2.13124,23.03693,21.26328,2.02338,51.95088
566,0.65227,0.6466,0.64615,0.64355,0.63439,3.22281,0.70048,70.04808,28.95505,39.27418,46.52777,51.21351,53.7065,55.45866,1301.0138,1268.2536,1298.80224,1286.30737,4.79416,2.13734,23.03717,21.26292,2.0213,51.95098
567,0.6522,0.64648,0.64601,0.64347,0.63428,3.22187,0.70046,70.04625,28.93993,39.29998,46.53916,51.19953,53.69635,55.45403,1300.97241,1268.20659,1299.43717,1286.98439,4.79428,2.14229,23.03741,21.26411,2.02021,51.97267
568,0.65188,0.6462,0.64562,0.64325,0.634,3.22017,0.70045,70.04463,28.92718,39.32769,46.55388,51.18344,53.68596,55.44808,1301.02019,1268.23404,1299.88025,1287.46954,4.79439,2.14431,23.03755,21.26619,2.01989,51.99287
569,0.65146,0.64581,0.64513,0.64297,0.63359,3.21832,0.70043,70.04354,28.91131,39.34717,46.56717,51.16907,53.67478,55.44126,1301.14687,1268.33389,1300.20837,1287.83965,4.79434,2.14446,23.03755,21.26658,2.01929,52.0232
570,0.65095,0.64543,0.64462,0.64262,0.63312,3.21629,0.70043,70.04294,28.89305,39.36355,46.5716,51.15956,53.66811,55.43645,1301.04886,1268.26115,1300.26888,1287.91041,4.79425,2.14226,23.03737,21.26646,2.01908,52.07426
571,0.65036,0.64509,0.64407,0.64217,0.6327,3.21387,0.70042,70.04197,28.88349,39.39519,46.56443,51.15377,53.66931,55.4343,1300.67249,1267.92051,1299.8292,1287.4173,4.79427,2.13854,23.0371,21.26777,2.02013,52.11552
572,0.64982,0.6448,0.64363,0.64184,0.63238,3.21197,0.70041,70.04077,28.8777,39.44796,46.55487,51.15296,53.67396,55.43853,1300.31816,1267.56176,1299.35116,1286.89439,4.79428,2.13388,23.03685,21.26995,2.02129,52.12437
573,0.64951,0.64462,0.64347,0.64167,0.63223,3.21111,0.7004,70.03951,28.86162,39.49829,46.55098,51.15537,53.68159,55.44579,1300.1731,1267.38533,1299.24298,1286.74321,4.79414,2.13147,23.03663,21.2703,2.02249,52.10629
574,0.64937,0.64452,0.64355,0.64162,0.63225,3.21102,0.70038,70.03796,28.83361,39.54305,46.55002,51.15685,53.68998,55.45099,1299.99602,1267.18298,1299.32943,1286.76297,4.79406,2.13292,23.03651,21.26605,2.02369,52.08457
575,0.64937,0.64449,0.64375,0.64163,0.63238,3.21137,0.70038,70.03808,28.8039,39.58354,46.56563,51.15745,53.69936,55.45289,1299.57619,1266.74766,1299.42197,1286.78132,4.79425,2.13488,23.03647,21.2577,2.02473,52.05434
576,0.64944,0.6444,0.64396,0.64169,0.63246,3.21176,0.7004,70.04034,28.77831,39.61026,46.58017,51.15929,53.70988,55.45583,1299.11311,1266.2508,1299.63213,1286.95066,4.79451,2.13626,23.03648,21.24875,2.02553,52.00693
577,0.6495,0.64425,0.64401,0.64179,0.63247,3.21186,0.70042,70.04218,28.75658,39.60813,46.58419,51.15582,53.71096,55.45382,1298.81512,1265.90517,1299.94833,1287.2556,4.79476,2.13695,23.03648,21.24273,2.02604,51.99906
578,0.64949,0.64407,0.64385,0.64178,0.63241,3.21146,0.70044,70.04406,28.73954,39.58533,46.58439,51.14533,53.70183,55.44392,1298.63223,1265.72669,1300.50456,1287.84294,4.79486,2.13716,23.03647,21.23903,2.02666,52.01667
579,0.64939,0.64387,0.64359,0.64164,0.63223,3.21058,0.70047,70.04689,28.73203,39.54884,46.58253,51.13045,53.6876,55.4312,1298.5633,1265.69129,1301.04971,1288.4377,4.79507,2.1388,23.03646,21.23909,2.02738,52.03837
580,0.64924,0.64366,0.64332,0.64143,0.6319,3.20945,0.7005,70.05024,28.74052,39.50073,46.56687,51.12069,53.67252,55.42248,1298.64809,1265.81765,1301.40326,1288.83509,4.79516,2.14101,23.03641,21.24335,2.02867,52.06534
581,0.64904,0.64351,0.64302,0.64117,0.63157,3.20823,0.70052,70.0522,28.77832,39.45871,46.53803,51.12177,53.66505,55.41886,1298.89197,1266.06495,1301.66199,1289.14315,4.79479,2.14113,23.03635,21.24974,2.03062,52.08352
582,0.64877,0.64339,0.64273,0.6409,0.63129,3.207,0.70052,70.05221,28.81937,39.43814,46.51697,51.13064,53.66431,55.41766,1299.29945,1266.46652,1301.50654,1289.01895,4.79447,2.13867,23.03644,21.25351,2.03323,52.08678
583,0.6485,0.6433,0.64255,0.64064,0.63104,3.20594,0.70051,70.05087,28.85925,39.42308,46.50249,51.14446,53.67163,55.41907,1299.68859,1266.88016,1301.01257,1288.54157,4.79426,2.13677,23.03661,21.25421,2.03547,52.08645
584,0.64833,0.64328,0.64249,0.6404,0.63082,3.20522,0.70049,70.04928,28.90383,39.40248,46.48704,51.16665,53.68127,55.42652,1299.81972,1267.08443,1300.48894,1288.02492,4.79409,2.13208,23.03676,21.25351,2.03692,52.08094
585,0.6483,0.64333,0.64251,0.64024,0.63072,3.20503,0.70048,70.04783,28.95987,39.38055,46.46833,51.19734,53.69063,55.43427,1299.61812,1266.95964,1299.91953,1287.42119,4.79397,2.12412,23.03688,21.25112,2.03764,52.08396
586,0.64843,0.64343,0.64258,0.64024,0.63076,3.20542,0.70046,70.04584,28.9992,39.37875,46.44369,51.22344,53.69876,55.4381,1299.24547,1266.65009,1299.5561,1287.00903,4.79398,2.11476,23.037,21.24818,2.03787,52.08973
587,0.64867,0.64357,0.64266,0.64038,0.63088,3.20616,0.70044,70.04377,29.02813,39.39015,46.41725,51.23335,53.69797,55.43447,1298.89167,1266.35689,1299.52851,1286.95786,4.79409,2.10847,23.03705,21.24748,2.03686,52.09835
588,0.64899,0.64373,0.64283,0.64058,0.63105,3.20712,0.70043,70.04317,29.04527,39.3865,46.41989,51.22758,53.68465,55.42729,1298.60804,1266.10814,1299.64325,1287.03696,4.7941,2.10434,23.03693,21.24905,2.03468,52.10228
589,0.64932,0.64397,0.64305,0.64082,0.63134,3.20843,0.70044,70.04399,29.03637,39.36747,46.43821,51.21593,53.66983,55.42861,1298.53715,1266.05343,1300.00538,1287.37114,4.79399,2.10329,23.03673,21.2527,2.03175,52.08924
590,0.64963,0.64426,0.64333,0.64115,0.63174,3.21004,0.70045,70.0452,29.00333,39.35576,46.44947,51.20339,53.66239,55.43798,1298.8354,1266.35251,1300.37781,1287.75043,4.79388,2.10259,23.03676,21.25493,2.02912,52.06328
591,0.64987,0.64452,0.64354,0.64149,0.63209,3.21143,0.70046,70.0462,28.96608,39.35421,46.45981,51.19174,53.65817,55.44637,1299.25514,1266.74284,1300.36117,1287.75996,4.79392,2.10392,23.03688,21.25293,2.02774,52.04405
592,0.65,0.6447,0.64366,0.64172,0.63233,3.21231,0.70047,70.04718,28.93793,39.34027,46.47573,51.18119,53.65165,55.45229,1299.46381,1266.90825,1299.99413,1287.40457,4.79403,2.10641,23.0369,21.24707,2.02706,52.02426
593,0.65008,0.64479,0.64373,0.64186,0.63251,3.21286,0.70048,70.04835,28.90992,39.31362,46.47939,51.17445,53.64587,55.45839,1299.46344,1266.87193,1299.54034,1286.94694,4.79414,2.11007,23.0369,21.23857,2.0264,52.00683
594,0.65014,0.64485,0.64379,0.64199,0.63266,3.21333,0.70049,70.04931,28.88272,39.3059,46.44755,51.16746,53.64224,55.46341,1299.42595,1266.78282,1299.4532,1286.84795,4.79432,2.11573,23.03702,21.23101,2.0271,51.99992
595,0.65023,0.64487,0.64381,0.6421,0.63274,3.21368,0.7005,70.04991,28.86864,39.3192,46.41067,51.15585,53.63122,55.45491,1299.38736,1266.64935,1299.6394,1287.00313,4.79442,2.12112,23.03709,21.22672,2.02955,52.02656
596,0.65037,0.64485,0.64388,0.64213,0.63272,3.21388,0.70051,70.0507,28.8733,39.33825,46.3944,51.13828,53.6127,55.43675,1299.40506,1266.57397,1299.67146,1286.94148,4.79443,2.12506,23.0369,21.22617,2.03304,52.07872
597,0.65051,0.64483,0.64409,0.64215,0.63271,3.21423,0.70052,70.05192,28.88494,39.33318,46.3982,51.11558,53.5981,55.42378,1299.64924,1266.77233,1299.87772,1287.00641,4.79434,2.12799,23.03668,21.23048,2.03538,52.12295
598,0.65059,0.64489,0.64435,0.64219,0.63274,3.21473,0.70053,70.05333,28.88966,39.33327,46.40572,51.09681,53.59524,55.41931,1300.00422,1267.13942,1300.29359,1287.3014,4.79414,2.12846,23.0366,21.23643,2.03589,52.15302
599,0.6506,0.64499,0.64453,0.64221,0.6328,3.21511,0.70055,70.05493,28.87489,39.33799,46.40385,51.08727,53.60239,55.42078,1300.40088,1267.59726,1300.70275,1287.62346,4.7939,2.12717,23.03655,21.24,2.03528,52.17642
600,0.65056,0.64515,0.64462,0.64221,0.6328,3.2153,0.70057,70.05651,28.84843,39.3308,46.40208,51.08367,53.61343,55.42368,1300.81484,1268.11835,1300.763,1287.5771,4.79381,2.12543,23.0364,21.24091,2.03486,52.16557
601,0.65049,0.6453,0.64465,0.64222,0.63276,3.21543,0.70058,70.05782,28.82386,39.30187,46.40852,51.08696,53.62821,55.42951,1301.18626,1268.61425,1300.3118,1287.02882,4.7939,2.12103,23.03621,21.24156,2.03412,52.12662
602,0.65039,0.64538,0.64463,0.64224,0.63269,3.21539,0.70059,70.0585,28.79879,39.27392,46.41373,51.09796,53.64754,55.43583,1301.38619,1268.91699,1299.68758,1286.33834,4.79403,2.11698,23.03614,21.24163,2.03211,52.07989
603,0.65024,0.64533,0.64453,0.6422,0.6326,3.21494,0.70058,70.05837,28.76269,39.23553,46.41542,51.10971,53.66143,55.43286,1301.28217,1268.88654,1299.03496,1285.63002,4.79413,2.11499,23.03618,21.24041,2.02987,52.05779
604,0.65007,0.64519,0.64436,0.64208,0.63247,3.21416,0.70058,70.05817,28.72331,39.19814,46.42797,51.11298,53.66073,55.42328,1300.94876,1268.6209,1298.27159,1284.84325,4.79419,2.11572,23.03633,21.23796,2.02931,52.04594
605,0.64996,0.64499,0.6442,0.6419,0.63233,3.21337,0.70058,70.05815,28.69739,39.16091,46.43721,51.11116,53.65078,55.41154,1300.49997,1268.14387,1297.71795,1284.29918,4.79422,2.11791,23.03653,21.23629,2.03005,52.04088
606,0.64989,0.64476,0.64403,0.64173,0.63221,3.21262,0.70058,70.0581,28.69193,39.14013,46.44715,51.12658,53.64675,55.40343,1300.10168,1267.74053,1297.27009,1283.8482,4.79428,2.11963,23.03672,21.23428,2.02935,52.03152
607,0.64979,0.64448,0.64385,0.6416,0.63213,3.21183,0.70058,70.05813,28.7196,39.15589,46.45894,51.15216,53.65117,55.39992,1299.79758,1267.47264,1296.98313,1283.60733,4.79423,2.12091,23.03688,21.22901,2.0271,52.03837
608,0.64969,0.64425,0.64369,0.64146,0.63207,3.21113,0.70059,70.05859,28.78156,39.20598,46.45364,51.17672,53.65735,55.40178,1299.57653,1267.22513,1297.03951,1283.79339,4.79414,2.12042,23.03706,21.22116,2.02533,52.05838
609,0.6496,0.64414,0.64355,0.64138,0.63207,3.21073,0.70059,70.05898,28.86021,39.25762,46.45243,51.19928,53.66416,55.40684,1299.57341,1267.10752,1297.23585,1284.15736,4.79416,2.11662,23.03725,21.21541,2.0247,52.06881
610,0.64952,0.64408,0.64345,0.64141,0.63207,3.21054,0.70059,70.05928,28.90513,39.29502,46.46176,51.21724,53.67669,55.41465,1299.80038,1267.23088,1297.28118,1284.3419,4.7943,2.11446,23.03734,21.21306,2.02462,52.06927
611,0.64945,0.64396,0.64337,0.64152,0.63207,3.21038,0.7006,70.05949,28.95347,39.29767,46.4761,51.22716,53.68455,55.41999,1300.13176,1267.489,1297.08394,1284.25268,4.79444,2.11341,23.03736,21.21361,2.02529,52.08631
